Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Tennessee,US,14/11/2022 04:21,35.6728299,-85.77969117,15012,189,,,"Warren, Tennessee, US",36066.09007,1.269564049
Tennessee,US,14/11/2022 04:21,36.29472368,-82.4945472,46480,527,,,"Washington, Tennessee, US",35724.83092,1.138060105
Tennessee,US,14/11/2022 04:21,35.23868267,-87.78644456,6549,80,,,"Wayne, Tennessee, US",39129.13093,1.22624157
Tennessee,US,14/11/2022 04:21,36.29896232,-88.71990865,11033,175,,,"Weakley, Tennessee, US",32927.26836,1.576453435
Tennessee,US,14/11/2022 04:21,35.92929884,-85.45591799,9437,137,,,"White, Tennessee, US",34331.68769,1.459309757
Tennessee,US,14/11/2022 04:21,35.89099229,-86.89281867,72733,433,,,"Williamson, Tennessee, US",30249.31631,0.600404892
Tennessee,US,14/11/2022 04:21,36.15496772,-86.29775884,48974,519,,,"Wilson, Tennessee, US",33558.69401,1.069111134
Texas,US,14/11/2022 04:21,31.81534745,-95.65354823,10628,251,,,"Anderson, Texas, US",18408.24457,2.361686112
Texas,US,14/11/2022 04:21,32.30468633,-102.6376548,4723,73,,,"Andrews, Texas, US",25249.93317,1.545627779
Texas,US,14/11/2022 04:21,31.25457347,-94.60901487,16633,496,,,"Angelina, Texas, US",19181.22585,2.982023688
Texas,US,14/11/2022 04:21,28.10556197,-96.9995047,5254,94,,,"Aransas, Texas, US",22347.93705,1.789113057
Texas,US,14/11/2022 04:21,33.61569967,-98.68754589,2530,29,,,"Archer, Texas, US",29580.26423,1.146245059
Texas,US,14/11/2022 04:21,34.96507426,-101.3574874,638,10,,,"Armstrong, Texas, US",33810.28087,1.567398119
Texas,US,14/11/2022 04:21,28.89333001,-98.52730485,15266,238,,,"Atascosa, Texas, US",29843.80193,1.559020045
Texas,US,14/11/2022 04:21,29.88548725,-96.27736949,6705,82,,,"Austin, Texas, US",22326.1854,1.222967934
Texas,US,14/11/2022 04:21,34.06854817,-102.8299707,1689,39,,,"Bailey, Texas, US",24128.57143,2.309058615
Texas,US,14/11/2022 04:21,29.74619598,-99.24598147,4125,80,,,"Bandera, Texas, US",17847.87124,1.939393939
Texas,US,14/11/2022 04:21,30.10370699,-97.31206354,25951,247,,,"Bastrop, Texas, US",29249.46181,0.951793765
Texas,US,14/11/2022 04:21,33.61640794,-99.21352901,908,33,,,"Baylor, Texas, US",25876.31804,3.634361233
Texas,US,14/11/2022 04:21,28.41761668,-97.74215593,9598,155,,,"Bee, Texas, US",29473.36097,1.614919775
Texas,US,14/11/2022 04:21,31.03736027,-97.4785025,80796,930,,,"Bell, Texas, US",22262.51226,1.151047082
Texas,US,14/11/2022 04:21,29.44928723,-98.52019748,665734,6363,,,"Bexar, Texas, US",33227.65446,0.955787146
Texas,US,14/11/2022 04:21,30.26640707,-98.3999852,3034,35,,,"Blanco, Texas, US",25429.55326,1.153592617
Texas,US,14/11/2022 04:21,32.74363984,-101.4316509,116,2,,,"Borden, Texas, US",17737.00306,1.724137931
Texas,US,14/11/2022 04:21,31.89978581,-97.63613524,4707,74,,,"Bosque, Texas, US",25191.32994,1.57212662
Texas,US,14/11/2022 04:21,33.44626922,-94.41834132,23472,448,,,"Bowie, Texas, US",25172.3953,1.908657123
Texas,US,14/11/2022 04:21,29.18757369,-95.44563172,112535,1020,,,"Brazoria, Texas, US",30068.34748,0.90638468
Texas,US,14/11/2022 04:21,30.6636448,-96.30205577,71553,447,,,"Brazos, Texas, US",31217.08819,0.624711752
Texas,US,14/11/2022 04:21,29.81008251,-103.2520326,1277,32,,,"Brewster, Texas, US",13875.91003,2.50587314
Texas,US,14/11/2022 04:21,34.53026962,-101.2084947,526,8,,,"Briscoe, Texas, US",34023.2859,1.520912548
Texas,US,14/11/2022 04:21,27.03103197,-98.21808402,1981,52,,,"Brooks, Texas, US",27928.94403,2.624936901
Texas,US,14/11/2022 04:21,31.77430356,-98.99907113,13973,233,,,"Brown, Texas, US",36903.12698,1.66750161
Texas,US,14/11/2022 04:21,30.49273808,-96.62158484,5778,68,,,"Burleson, Texas, US",31328.9595,1.176877812
Texas,US,14/11/2022 04:21,30.78801353,-98.181887,12948,177,,,"Burnet, Texas, US",26888.17361,1.367006487
Texas,US,14/11/2022 04:21,29.83668859,-97.61814775,17011,184,,,"Caldwell, Texas, US",38958.86772,1.081653048
Texas,US,14/11/2022 04:21,28.47048236,-96.61633945,6700,53,,,"Calhoun, Texas, US",31470.17379,0.791044776
Texas,US,14/11/2022 04:21,32.29760619,-99.37326312,3337,76,,,"Callahan, Texas, US",23933.15642,2.277494756
Texas,US,14/11/2022 04:21,26.14524221,-97.48140372,127495,2092,,,"Cameron, Texas, US",30129.05193,1.640848661
Texas,US,14/11/2022 04:21,32.97195142,-94.97790104,3422,77,,,"Camp, Texas, US",26134.10722,2.250146113
Texas,US,14/11/2022 04:21,35.40365929,-101.3542669,1666,37,,,"Carson, Texas, US",28113.39858,2.220888355
Texas,US,14/11/2022 04:21,33.07499881,-94.34646905,8548,200,,,"Cass, Texas, US",28468.66049,2.339728591
Texas,US,14/11/2022 04:21,34.53016752,-102.2617243,2611,48,,,"Castro, Texas, US",34674.63479,1.838376101
Texas,US,14/11/2022 04:21,29.70972016,-94.67154501,11974,71,,,"Chambers, Texas, US",27314.82538,0.592951395
Texas,US,14/11/2022 04:21,31.837258,-95.16559897,9232,257,,,"Cherokee, Texas, US",17535.99514,2.783795494
Texas,US,14/11/2022 04:21,34.5293041,-100.2077916,2837,34,,,"Childress, Texas, US",38831.09773,1.198449066
Texas,US,14/11/2022 04:21,33.78686685,-98.20771198,2386,40,,,"Clay, Texas, US",22786.74434,1.676445935
Texas,US,14/11/2022 04:21,33.60425307,-102.8284499,964,23,,,"Cochran, Texas, US",33788.99404,2.385892116
Texas,US,14/11/2022 04:21,31.88911733,-100.5297533,1017,20,,,"Coke, Texas, US",30026.57219,1.966568338
Texas,US,14/11/2022 04:21,31.76736834,-99.45240766,1951,74,,,"Coleman, Texas, US",23865.44343,3.792926704
Texas,US,14/11/2022 04:21,33.18820114,-96.57264368,260790,1566,,,"Collin, Texas, US",25203.67632,0.600483147
Texas,US,14/11/2022 04:21,34.96489496,-100.2700111,830,16,,,"Collingsworth, Texas, US",28424.65753,1.927710843
Texas,US,14/11/2022 04:21,29.622098,-96.5273805,4276,67,,,"Colorado, Texas, US",19894.84949,1.566884939
Texas,US,14/11/2022 04:21,29.80811278,-98.27647225,41040,572,,,"Comal, Texas, US",26272.4939,1.393762183
Texas,US,14/11/2022 04:21,31.94854689,-98.55876441,3905,78,,,"Comanche, Texas, US",28639.53062,1.997439181
Texas,US,14/11/2022 04:21,31.32635934,-99.86473038,1292,12,,,"Concho, Texas, US",47395.45121,0.92879257
Texas,US,14/11/2022 04:21,33.63979567,-97.21240912,8191,137,,,"Cooke, Texas, US",19853.6006,1.672567452
Texas,US,14/11/2022 04:21,31.39078397,-97.79936155,20265,224,,,"Coryell, Texas, US",26681.67634,1.105354059
Texas,US,14/11/2022 04:21,34.07783319,-100.2785062,358,9,,,"Cottle, Texas, US",25608.01144,2.51396648
Texas,US,14/11/2022 04:21,31.43052248,-102.5143314,1461,24,,,"Crane, Texas, US",30456.53533,1.642710472
Texas,US,14/11/2022 04:21,30.72367027,-101.4134238,1268,20,,,"Crockett, Texas, US",36605.08083,1.577287066
Texas,US,14/11/2022 04:21,33.61431553,-101.3000364,2159,46,,,"Crosby, Texas, US",37632.90919,2.130616026
Texas,US,14/11/2022 04:21,31.44506775,-104.5185739,530,14,,,"Culberson, Texas, US",24412.71304,2.641509434
Texas,US,14/11/2022 04:21,36.27787176,-102.6020725,2331,44,,,"Dallam, Texas, US",31988.47262,1.887601888
Texas,US,14/11/2022 04:21,32.76670599,-96.7779605,664422,6959,,,"Dallas, Texas, US",25210.31935,1.047376517
Texas,US,14/11/2022 04:21,32.74255572,-101.9477242,3341,100,,,"Dawson, Texas, US",26249.21433,2.993115834
Texas,US,14/11/2022 04:21,29.08101855,-97.3568117,7082,106,,,"DeWitt, Texas, US",35128.96825,1.49675233
Texas,US,14/11/2022 04:21,34.96522957,-102.6054267,5480,116,,,"Deaf Smith, Texas, US",29548.15054,2.116788321
Texas,US,14/11/2022 04:21,33.38570922,-95.66921122,1987,27,,,"Delta, Texas, US",37272.55674,1.358832411
Texas,US,14/11/2022 04:21,33.20521901,-97.11691153,213042,1401,,,"Denton, Texas, US",24012.65995,0.657616808
Texas,US,14/11/2022 04:21,33.61616822,-100.7788855,495,16,,,"Dickens, Texas, US",22388.0597,3.232323232
Texas,US,14/11/2022 04:21,28.42270064,-99.75645095,6100,51,,,"Dimmit, Texas, US",60252.86448,0.836065574
Texas,US,14/11/2022 04:21,34.96517499,-100.8140093,1250,26,,,"Donley, Texas, US",38133.00793,2.08
Texas,US,14/11/2022 04:21,27.68184592,-98.50864568,4142,73,,,"Duval, Texas, US",37124.67509,1.762433607
Texas,US,14/11/2022 04:21,32.32743996,-98.83243566,3214,117,,,"Eastland, Texas, US",17505.44662,3.640323584
Texas,US,14/11/2022 04:21,31.86898877,-102.5429428,41757,723,,,"Ector, Texas, US",25121.07229,1.731446225
Texas,US,14/11/2022 04:21,29.98202582,-100.304252,559,11,,,"Edwards, Texas, US",28933.74741,1.967799642
Texas,US,14/11/2022 04:21,31.76980765,-106.2363275,240823,3826,,,"El Paso, Texas, US",28695.43562,1.588718686
Texas,US,14/11/2022 04:21,32.34894117,-96.79371841,55476,603,,,"Ellis, Texas, US",30015.25759,1.086956522
Texas,US,14/11/2022 04:21,32.23602653,-98.21773417,9483,126,,,"Erath, Texas, US",22209.47117,1.328693451
Texas,US,14/11/2022 04:21,31.25350609,-96.93630086,4262,68,,,"Falls, Texas, US",24640.111,1.595495073
Texas,US,14/11/2022 04:21,33.59564294,-96.10751083,7763,190,,,"Fannin, Texas, US",21858.98519,2.447507407
Texas,US,14/11/2022 04:21,29.87788372,-96.92076062,5354,114,,,"Fayette, Texas, US",21123.6487,2.12924916
Texas,US,14/11/2022 04:21,32.74281316,-100.4019302,689,26,,,"Fisher, Texas, US",17989.55614,3.773584906
Texas,US,14/11/2022 04:21,34.07227468,-101.3031546,2223,49,,,"Floyd, Texas, US",38918.06723,2.20422852
Texas,US,14/11/2022 04:21,33.97308618,-99.7767797,237,11,,,"Foard, Texas, US",20519.48052,4.641350211
Texas,US,14/11/2022 04:21,29.52704478,-95.77219463,235153,1214,,,"Fort Bend, Texas, US",28970.86072,0.516259627
Texas,US,14/11/2022 04:21,33.17653242,-95.21917243,2554,45,,,"Franklin, Texas, US",23813.51981,1.761942052
Texas,US,14/11/2022 04:21,31.70422788,-96.15072516,4174,85,,,"Freestone, Texas, US",21169.54912,2.036415908
Texas,US,14/11/2022 04:21,28.86751206,-99.10804207,6527,95,,,"Frio, Texas, US",32143.2089,1.455492569
Texas,US,14/11/2022 04:21,32.74055318,-102.6353295,2356,83,,,"Gaines, Texas, US",10962.2185,3.522920204
Texas,US,14/11/2022 04:21,29.40167322,-94.90469073,115230,882,,,"Galveston, Texas, US",33679.29409,0.76542567
Texas,US,14/11/2022 04:21,33.17969345,-101.2984114,1418,30,,,"Garza, Texas, US",22764.48868,2.115655853
Texas,US,14/11/2022 04:21,30.31824095,-98.94676915,5995,114,,,"Gillespie, Texas, US",22213.5764,1.901584654
Texas,US,14/11/2022 04:21,31.86942909,-101.5207776,222,3,,,"Glasscock, Texas, US",15755.85522,1.351351351
Texas,US,14/11/2022 04:21,28.65696592,-97.42760647,1472,33,,,"Goliad, Texas, US",19221.72891,2.241847826
Texas,US,14/11/2022 04:21,29.45634206,-97.49424032,5212,106,,,"Gonzales, Texas, US",25013.19768,2.033768227
Texas,US,14/11/2022 04:21,35.40081878,-100.8129222,6726,132,,,"Gray, Texas, US",30731.97478,1.962533452
Texas,US,14/11/2022 04:21,33.62744998,-96.67753461,30372,664,,,"Grayson, Texas, US",22297.59493,2.186224154
Texas,US,14/11/2022 04:21,32.47940482,-94.81591935,25892,715,,,"Gregg, Texas, US",20889.91085,2.761470725
Texas,US,14/11/2022 04:21,30.54579585,-95.98902499,9714,125,,,"Grimes, Texas, US",33635.73407,1.286802553
Texas,US,14/11/2022 04:21,29.58165339,-97.94786822,43902,415,,,"Guadalupe, Texas, US",26312.72963,0.945287231
Texas,US,14/11/2022 04:21,34.07044901,-101.8268114,7781,248,,,"Hale, Texas, US",23292.22295,3.187250996
Texas,US,14/11/2022 04:21,34.5307555,-100.6813852,1234,24,,,"Hall, Texas, US",41632.92848,1.944894652
Texas,US,14/11/2022 04:21,31.70470573,-98.11083887,2048,35,,,"Hamilton, Texas, US",24205.17669,1.708984375
Texas,US,14/11/2022 04:21,36.27743284,-101.3545796,2198,30,,,"Hansford, Texas, US",40711.24282,1.364877161
Texas,US,14/11/2022 04:21,34.28944521,-99.74632408,609,20,,,"Hardeman, Texas, US",15484.36308,3.28407225
Texas,US,14/11/2022 04:21,30.33364686,-94.38931817,14138,254,,,"Hardin, Texas, US",24544.28666,1.796576602
Texas,US,14/11/2022 04:21,29.85864939,-95.39339521,1221904,11363,,,"Harris, Texas, US",25924.45885,0.929942123
Texas,US,14/11/2022 04:21,32.54935988,-94.36934071,15315,234,,,"Harrison, Texas, US",23011.73501,1.52791381
Texas,US,14/11/2022 04:21,35.84008013,-102.6029022,1463,3,,,"Hartley, Texas, US",26237.4462,0.2050581
Texas,US,14/11/2022 04:21,33.17823584,-99.73037358,1032,39,,,"Haskell, Texas, US",18239.66066,3.779069767
Texas,US,14/11/2022 04:21,30.05669873,-98.02944344,74822,542,,,"Hays, Texas, US",32504.31164,0.724385876
Texas,US,14/11/2022 04:21,35.83764858,-100.2703577,1342,8,,,"Hemphill, Texas, US",35140.08903,0.596125186
Texas,US,14/11/2022 04:21,32.21128872,-95.85846587,17678,435,,,"Henderson, Texas, US",21366.49866,2.460685598
Texas,US,14/11/2022 04:21,26.39418217,-98.18299696,253445,4032,,,"Hidalgo, Texas, US",29174.96924,1.590877705
Texas,US,14/11/2022 04:21,31.99045053,-97.13423143,9795,199,,,"Hill, Texas, US",26726.51368,2.0316488
Texas,US,14/11/2022 04:21,33.60771256,-102.3431676,8721,166,,,"Hockley, Texas, US",37882.80266,1.903451439
Texas,US,14/11/2022 04:21,32.42990927,-97.83242024,14531,287,,,"Hood, Texas, US",23572.83065,1.975087743
Texas,US,14/11/2022 04:21,33.14875072,-95.56351139,8262,188,,,"Hopkins, Texas, US",22279.15004,2.275478092
Texas,US,14/11/2022 04:21,31.31925973,-95.42226208,4774,114,,,"Houston, Texas, US",20785.44061,2.387934646
Texas,US,14/11/2022 04:21,32.30621324,-101.4356444,7554,191,,,"Howard, Texas, US",20603.3166,2.528461742
Texas,US,14/11/2022 04:21,31.45628381,-105.388178,1146,18,,,"Hudspeth, Texas, US",23454.76873,1.570680628
Texas,US,14/11/2022 04:21,33.12351514,-96.08551032,18618,373,,,"Hunt, Texas, US",18883.50204,2.003437534
Texas,US,14/11/2022 04:21,35.84006574,-101.3546643,7287,141,,,"Hutchinson, Texas, US",34802.75098,1.934952655
Texas,US,14/11/2022 04:21,31.30375559,-100.982439,571,3,,,"Irion, Texas, US",37174.47917,0.525394046
Texas,US,14/11/2022 04:21,33.23377248,-98.17283469,1630,30,,,"Jack, Texas, US",18242.86514,1.840490798
Texas,US,14/11/2022 04:21,28.95472367,-96.57749563,3720,61,,,"Jackson, Texas, US",25203.25203,1.639784946
Texas,US,14/11/2022 04:21,30.74685667,-94.02667579,7834,199,,,"Jasper, Texas, US",22049.59329,2.540209344
Texas,US,14/11/2022 04:21,30.71490589,-104.1399973,260,10,,,"Jeff Davis, Texas, US",11433.59719,3.846153846
Texas,US,14/11/2022 04:21,29.8832777,-94.16434171,60692,870,,,"Jefferson, Texas, US",24125.77266,1.433467343
Texas,US,14/11/2022 04:21,27.04453923,-98.6968187,3564,22,,,"Jim Hogg, Texas, US",68538.46154,0.617283951
Texas,US,14/11/2022 04:21,27.73103938,-98.0904705,13526,224,,,"Jim Wells, Texas, US",33412.38081,1.656069792
Texas,US,14/11/2022 04:21,32.37877812,-97.36615819,49765,764,,,"Johnson, Texas, US",28304.99895,1.535215513
Texas,US,14/11/2022 04:21,32.73997145,-99.87861576,5119,95,,,"Jones, Texas, US",25489.21974,1.855831217
Texas,US,14/11/2022 04:21,28.90705334,-97.85960149,6322,75,,,"Karnes, Texas, US",40523.04339,1.186333439
Texas,US,14/11/2022 04:21,32.5991417,-96.28734728,40790,548,,,"Kaufman, Texas, US",29958.72321,1.343466536
Texas,US,14/11/2022 04:21,29.94414155,-98.7113588,9456,128,,,"Kendall, Texas, US",19936.32856,1.353637902
Texas,US,14/11/2022 04:21,26.92601662,-97.66413984,98,2,,,"Kenedy, Texas, US",24257.42574,2.040816327
Texas,US,14/11/2022 04:21,33.18104136,-100.7780939,220,4,,,"Kent, Texas, US",28871.39108,1.818181818
Texas,US,14/11/2022 04:21,30.06040006,-99.34930144,10646,196,,,"Kerr, Texas, US",20239.54373,1.841067067
Texas,US,14/11/2022 04:21,30.48678918,-99.74856473,854,15,,,"Kimble, Texas, US",19691.03067,1.756440281
Texas,US,14/11/2022 04:21,33.61643847,-100.2558057,53,0,,,"King, Texas, US",19485.29412,0
Texas,US,14/11/2022 04:21,29.34967888,-100.4186638,808,13,,,"Kinney, Texas, US",22034.36051,1.608910891
Texas,US,14/11/2022 04:21,27.42435506,-97.69894948,8839,152,,,"Kleberg, Texas, US",28810.29987,1.719651544
Texas,US,14/11/2022 04:21,33.60519951,-99.7422906,601,25,,,"Knox, Texas, US",16402.83843,4.159733777
Texas,US,14/11/2022 04:21,28.34453111,-99.09908775,2553,49,,,"La Salle, Texas, US",33949.46809,1.919310615
Texas,US,14/11/2022 04:21,33.66981763,-95.57404777,11071,271,,,"Lamar, Texas, US",22204.61702,2.44783669
Texas,US,14/11/2022 04:21,34.06859623,-102.3516289,4897,126,,,"Lamb, Texas, US",37981.85062,2.57300388
Texas,US,14/11/2022 04:21,31.19531316,-98.24206613,6137,93,,,"Lampasas, Texas, US",28640.09707,1.515398403
Texas,US,14/11/2022 04:21,29.38508402,-96.93186692,4692,123,,,"Lavaca, Texas, US",23280.73831,2.621483376
Texas,US,14/11/2022 04:21,30.31120597,-96.97045773,4982,63,,,"Lee, Texas, US",28899.58814,1.264552389
Texas,US,14/11/2022 04:21,31.29872538,-95.9936328,4127,95,,,"Leon, Texas, US",23712.93955,2.301914223
Texas,US,14/11/2022 04:21,30.15152688,-94.81205615,21341,411,,,"Liberty, Texas, US",24190.93393,1.92587039
Texas,US,14/11/2022 04:21,31.5454767,-96.58095444,5857,133,,,"Limestone, Texas, US",24990.3998,2.270787092
Texas,US,14/11/2022 04:21,36.27783108,-100.2733151,766,17,,,"Lipscomb, Texas, US",23693.16424,2.219321149
Texas,US,14/11/2022 04:21,28.35101362,-98.1246786,2347,42,,,"Live Oak, Texas, US",19226.67322,1.789518534
Texas,US,14/11/2022 04:21,30.70645047,-98.68475262,4800,98,,,"Llano, Texas, US",22023.39986,2.041666667
Texas,US,14/11/2022 04:21,31.84947612,-103.5818571,350,1,,,"Loving, Texas, US",207100.5917,0.285714286
Texas,US,14/11/2022 04:21,33.61008596,-101.8204789,106732,1368,,,"Lubbock, Texas, US",34366.59808,1.28171495
Texas,US,14/11/2022 04:21,33.17657705,-101.8162849,1651,41,,,"Lynn, Texas, US",27743.23643,2.483343428
Texas,US,14/11/2022 04:21,30.96694679,-95.93003775,4117,59,,,"Madison, Texas, US",28822.4587,1.433082342
Texas,US,14/11/2022 04:21,32.79868409,-94.3566123,1943,61,,,"Marion, Texas, US",19717.88106,3.139475039
Texas,US,14/11/2022 04:21,32.30600051,-101.9513518,1348,26,,,"Martin, Texas, US",23358.17016,1.928783383
Texas,US,14/11/2022 04:21,30.71780434,-99.22629416,956,13,,,"Mason, Texas, US",22367.80533,1.359832636
Texas,US,14/11/2022 04:21,28.81955746,-96.01230294,9972,185,,,"Matagorda, Texas, US",27213.92899,1.855194545
Texas,US,14/11/2022 04:21,28.7429195,-100.3157686,23466,475,,,"Maverick, Texas, US",39961.17298,2.024205233
Texas,US,14/11/2022 04:21,31.1925468,-99.34682807,1657,49,,,"McCulloch, Texas, US",20754.00802,2.957151479
Texas,US,14/11/2022 04:21,31.55255453,-97.20217694,70888,940,,,"McLennan, Texas, US",27623.40086,1.326035436
Texas,US,14/11/2022 04:21,28.35251708,-98.56769164,182,9,,,"McMullen, Texas, US",24495.28937,4.945054945
Texas,US,14/11/2022 04:21,29.3557301,-99.11030298,11678,208,,,"Medina, Texas, US",22638.80273,1.781126905
Texas,US,14/11/2022 04:21,30.88990665,-99.8204794,605,12,,,"Menard, Texas, US",28297.47428,1.983471074
Texas,US,14/11/2022 04:21,31.86904128,-102.0315682,45866,508,,,"Midland, Texas, US",25937.6131,1.107574238
Texas,US,14/11/2022 04:21,30.7858183,-96.97718698,5749,106,,,"Milam, Texas, US",23159.97261,1.843798922
Texas,US,14/11/2022 04:21,31.49557106,-98.59272068,1563,37,,,"Mills, Texas, US",32074.69731,2.367242482
Texas,US,14/11/2022 04:21,32.30623474,-100.9212058,2053,50,,,"Mitchell, Texas, US",24025.74605,2.435460302
Texas,US,14/11/2022 04:21,33.67521893,-97.72500958,5129,131,,,"Montague, Texas, US",25880.51267,2.554104114
Texas,US,14/11/2022 04:21,30.30079133,-95.50572772,165437,1342,,,"Montgomery, Texas, US",27237.31501,0.811184922
Texas,US,14/11/2022 04:21,35.83769242,-101.8930281,6084,113,,,"Moore, Texas, US",29054.44126,1.857330703
Texas,US,14/11/2022 04:21,33.11304005,-94.73255695,2890,75,,,"Morris, Texas, US",23329.02809,2.595155709
Texas,US,14/11/2022 04:21,34.07408766,-100.779722,305,13,,,"Motley, Texas, US",25416.66667,4.262295082
Texas,US,14/11/2022 04:21,31.62017125,-94.61803994,14222,270,,,"Nacogdoches, Texas, US",21811.5453,1.898467164
Texas,US,14/11/2022 04:21,32.04620681,-96.47428766,13727,230,,,"Navarro, Texas, US",27392.09387,1.675529977
